,MaKH,label
202,290160355,0
203,290987612,0
204,291207370,1
205,293164209,0
206,294345159,1
207,294395738,1
208,294456611,0
209,294980088,1
210,296655194,1
211,297258199,0
212,297340124,0
213,297380576,1
214,298092009,0
215,298129503,0
216,298216966,0
217,298365949,0
218,298366606,0
219,299180982,0
220,299261671,0
221,299637014,1
222,299720706,1
223,299746102,1
224,299787223,1
225,300332448,1
226,300726338,0
227,301765109,0
228,301842177,0
229,302047176,0
230,302228548,1
231,302307215,0
232,302436535,1
233,304155381,0
234,304369009,0
235,306041168,0
236,307691219,0
237,308352389,0
238,308839985,0
239,308953250,0
240,309046080,0
241,309048973,0
242,309408642,0
243,309994017,0
244,311038877,0
245,311271625,0
246,311808882,0
247,311995685,0
248,312171810,0
249,312999614,0
250,314321378,0
251,315258176,0
252,315528533,1
253,316558420,0
254,317717877,0
255,318501445,0
256,319439584,0
257,320189627,0
258,320713117,0
259,322004601,0
260,323288814,0
261,323961777,0
262,324313862,0
263,325535596,1
264,326618046,0
265,326702914,0
266,326872977,0
267,327262911,0
268,327293635,0
269,328791713,0
270,329406262,1
271,329428973,0
272,329773457,0
273,329828173,0
274,329830645,0
275,329910108,0
276,330003168,0
277,331799934,0
278,333218817,0
279,338554230,0
280,338686203,0
281,338766742,0
282,338833894,0
283,339008032,0
284,339105763,0
285,339124707,0
286,339458275,0
287,339833499,0
288,340414987,0
289,341373946,0
290,342931587,0
291,344544821,0
292,345581711,0
293,345606406,0
294,346089746,0
295,347437043,0
296,347752261,0
297,347818871,0
298,351172534,0
299,351519275,0
300,352000582,0
301,352103176,0
302,352214896,0
303,352518395,0
304,352699929,0
305,353362731,0
306,354705473,0
307,356744992,0
308,356798163,0
309,508648,0
310,527163,0
311,538710,0
312,839334,0
313,1898208,0
314,2455352,0
315,3251337,0
316,3593759,0
317,4446915,0
318,4735847,0
319,4810180,0
320,5289247,0
321,5392111,0
322,5395319,0
323,5586243,0
324,5967069,0
325,5999933,0
326,6491213,0
327,6705054,0
328,6828167,0
329,7051175,0
330,7180823,1
331,10735811,0
332,12225729,0
333,13513238,0
334,13581728,0
335,14600428,0
336,14717635,0
337,15253325,0
338,16849353,0
339,17732789,1
340,19974941,0
341,22178572,0
342,22632748,0
343,27851753,0
344,28916093,0
345,40020844,0
346,40025387,0
347,44174514,0
348,54598598,0
349,68446600,0
350,77480360,0
351,90860646,0
352,92274839,0
353,99293224,0
354,100404700,0
355,102174646,0
356,103253774,0
357,103769187,0
358,105150275,0
359,109907420,0
360,110570612,0
361,111159180,0
362,115315108,1
363,115722583,0
364,118781085,0
365,119937198,0
366,120640568,1
367,121893540,0
368,122771622,0
369,122887988,0
370,125551853,1
371,128069409,0
372,128969635,1
373,129672942,1
374,131613522,0
375,132796694,1
376,136919581,0
377,139141587,0
378,142599812,0
379,148504728,0
380,149653849,0
381,150094476,0
382,152749958,0
383,155350942,0
384,156777006,0
385,157411283,0
386,158437193,0
387,160237105,0
388,162231703,0
389,163546973,0
390,164214606,0
391,165186014,0
392,168521124,0
393,169531114,0
394,170131866,1
395,170378878,0
396,174671498,0
397,174847827,0
398,175157152,0
399,175745844,0
400,179375063,1
401,179849686,1
402,180534236,0
403,181676146,0
404,182380328,1
405,185577439,0
406,194702815,0
407,194946851,0
408,195736746,0
409,199340234,0
410,202157013,0
411,202289397,0
412,203457977,0
413,204539954,1
414,205038672,1
415,205772864,1
416,206586535,1
417,206586652,1
418,208620634,0
419,209863881,0
420,210237697,0
421,211329629,0
422,212086561,0
423,212217483,1
424,218752746,0
425,220159776,0
426,221188542,0
427,222330934,0
428,222333857,1
429,222972603,0
430,223043320,0
431,223625192,0
432,225310997,1
433,226343070,0
434,227782962,0
435,228271609,0
436,228286989,0
437,228294182,0
438,228584953,0
439,228666610,1
440,229933620,1
441,232324658,0
442,233515228,0
443,233625047,0
444,236903660,0
445,238375180,0
446,238517257,0
447,242064490,0
448,242073051,0
449,243057468,0
450,245256678,0
451,245486338,0
452,245854016,1
453,246686727,0
454,248738718,0
455,249400837,1
456,249880611,0
457,251830656,0
458,252560143,0
459,252562878,1
460,252598059,0
461,252617867,0
462,252663426,1
463,252781955,0
464,252928553,0
465,252977944,0
466,254068345,0
467,254630318,0
468,254680296,0
469,256094453,0
470,257528152,0
471,257964198,0
472,259314309,1
473,259435268,0
474,265059301,0
475,266885484,0
476,267348469,1
477,267662281,1
478,269681138,0
479,270680658,0
480,271167407,0
481,271179242,0
482,272619445,0
483,276162995,0
484,276213081,0
485,276233122,0
486,276234530,1
487,276411360,0
488,276420787,0
489,276427814,0
490,276545068,0
491,276700400,0
492,278956091,0
493,279696935,0
494,280401854,1
495,280512524,0
496,280592249,1
497,280760494,0
498,280977803,0
499,281001522,1
500,282465347,1
501,282774243,0
502,284137293,0
503,284979005,0
504,286204648,1
505,286710647,0
506,287258268,0
507,287932644,0
508,288331328,0
509,288453695,0
510,288506595,0
511,288599451,0
512,288752716,0
513,288833534,0
514,288835752,0
515,288837279,0
516,290456209,0
517,291284160,0
518,291962425,0
519,293505386,1
520,293865073,1
521,294386593,1
522,295196000,1
523,296660424,0
524,296935051,0
525,297167065,0
526,297399113,0
527,298062676,0
528,298167218,0
529,298246416,0
530,298262331,0
531,298264444,0
532,298509806,0
533,298802210,0
534,298898685,0
535,299266633,1
536,299351309,1
537,299511296,0
538,299640425,1
539,299641871,1
540,299735385,1
541,299745689,1
542,300035648,0
543,301753974,0
544,301766866,0
545,303012104,0
546,303446783,0
547,305713192,0
548,306524146,0
549,306667273,0
550,307689503,0
551,308950545,0
552,309012534,0
553,309109313,0
554,309313940,0
555,309412332,0
556,309469426,0
557,310059264,1
558,311273594,0
559,311312194,0
560,311524711,0
561,311649896,0
562,311664779,0
563,311976005,0
564,312563714,0
565,313473071,0
566,314280196,0
567,314303027,0
568,314992359,0
569,315083363,0
570,315525050,0
571,316411438,0
572,317207523,0
573,317228589,0
574,317644161,0
575,317728034,1
576,319352554,0
577,319376811,1
578,319885812,0
579,320225811,0
580,320702766,0
581,320888118,0
582,323532277,0
583,324744073,0
584,326880429,0
585,326995729,0
586,327074948,1
587,327234433,0
588,327768915,1
589,328637125,0
590,328792688,0
591,329493722,0
592,329638372,0
593,329825523,0
594,329826541,0
595,329826589,0
596,329879445,0
597,330086823,0
598,332964665,1
599,333566214,0
600,335317930,0
601,337870936,0
602,338087275,0
603,339370382,0
604,340210874,0
605,340413359,0
606,340491985,0
607,342486051,0
608,346496781,0
609,347785517,0
610,350967097,0
611,351735855,0
612,351938524,0
613,352141350,0
614,352511385,0
615,353038823,0
616,353343888,0
617,353348084,0
618,355506642,0
619,496065,1
620,512974,0
621,529800,0
622,539350,0
623,539520,0
624,620288,0
625,1789201,0
626,2550126,0
627,2869266,0
628,4912720,1
629,5394664,0
630,5394767,1
631,5519238,0
632,6254172,0
633,6753776,1
634,8521335,0
635,12266797,0
636,12374180,0
637,12438285,0
638,12624494,0
639,12869068,0
640,13220439,1
641,14192134,1
642,15198719,1
643,15383168,0
644,16455712,0
645,16628917,0
646,19974563,1
647,21811921,0
648,24733065,0
649,24827218,0
650,26776750,0
651,29254246,1
652,29533147,0
653,30158734,0
654,31008704,0
655,31085350,0
656,49610252,0
657,49656244,0
658,69121996,0
659,95663275,0
660,98248181,0
661,98864727,0
662,99123572,0
663,102016246,0
664,102560558,0
665,104858143,0
666,106316412,0
667,108007912,0
668,108985009,1
669,109964399,0
670,111185048,0
671,111478885,0
672,114709948,0
673,114778365,0
674,118025716,0
675,118402055,0
676,118972115,0
677,119298451,0
678,119821832,1
679,120408192,0
680,122066273,0
681,125257299,0
682,128281019,0
683,129016796,0
684,132224744,1
685,137896097,0
686,138123083,0
687,138136793,0
688,139238794,0
689,143818136,0
690,147125226,0
691,150264174,0
692,152199191,0
693,154269330,1
694,156079040,0
695,159466945,0
696,161137015,0
697,164837915,0
698,165185929,1
699,165195285,0
700,165833291,0
701,165835689,0
702,168669988,0
703,170446431,0
704,171815031,0
705,172273931,0
706,172547136,1
707,174459022,0
708,174815331,0
709,175819176,0
710,177207975,1
711,177434396,0
712,177443165,0
713,177855394,0
714,178155923,0
715,179374136,0
716,182870543,0
717,186368689,0
718,189504595,1
719,193925379,0
720,194799349,1
721,200446185,0
722,200928444,0
723,201245899,0
724,202556154,0
725,203245192,1
726,203829742,1
727,203995474,0
728,204955859,0
729,205428944,0
730,205875317,1
731,206037314,0
732,208531510,0
733,211702235,0
734,212763444,1
735,213005435,1
736,213401380,0
737,213838454,0
738,214293493,0
739,215828099,1
740,215963588,0
741,215992292,0
742,216456609,0
743,218062799,0
744,219861946,0
745,220404614,0
746,221754169,0
747,222085321,0
748,222721925,1
749,224275023,0
750,225565449,0
751,226601680,0
752,227540792,0
753,227815549,0
754,228218542,0
755,228449476,0
756,228532338,0
757,228578320,0
758,229528281,0
759,230693586,0
760,231325801,0
761,232817344,0
762,233447158,0
763,235444253,0
764,237268574,0
765,237489738,0
766,237959264,0
767,238488896,1
768,239519111,0
769,240768963,0
770,240969830,0
771,242393906,0
772,244726717,0
773,249555242,0
774,250071021,0
775,250174811,0
776,250286145,0
777,251130276,0
778,252337687,0
779,252588341,1
780,252874764,0
781,253149374,1
782,257203075,0
783,257890402,1
784,258704088,0
785,260591665,0
786,260603664,0
787,260707824,0
788,264214796,0
789,264925280,0
790,264942604,1
791,265295802,0
792,269199264,0
793,273188986,1
794,274252693,0
795,275781536,0
796,275792767,0
797,275842902,0
798,275919743,0
799,276031598,0
800,276324593,0
801,276328252,0
802,276395815,0
803,276704925,0
804,276847088,0
805,279836262,0
806,279985221,0
807,281101750,0
808,282209951,1
809,282503618,0
810,284706422,0
811,285351729,0
812,286714124,0
813,287404207,0
814,287642641,0
815,287928722,0
816,288611780,0
817,288626553,0
818,288673609,0
819,288840953,1
820,288845264,0
821,289617327,0
822,290334580,0
823,290613637,0
824,290828880,0
825,291693672,0
826,291854381,0
827,292007909,0
828,292520896,0
829,293363025,0
830,293783940,0
831,294374629,1
832,294400507,1
833,294562020,0
834,294867858,0
835,294869492,0
836,295199351,1
837,295374731,0
838,295728621,1
839,296035277,0
840,296171837,0
841,296174023,0
842,296953560,0
843,297174020,1
844,297269796,0
845,297312957,0
846,297384455,0
847,298315607,0
848,298522298,0
849,298891546,0
850,299301809,1
851,299319521,0
852,299351452,0
853,299591818,1
854,299612624,1
855,299629445,1
856,299705768,1
857,299949015,0
858,301603492,0
859,301782822,0
860,302450359,1
861,302451406,1
862,302743627,0
863,303661371,1
864,304488207,0
865,304692664,0
866,305624523,0
867,305721125,0
868,306110696,0
869,307825987,0
870,309024173,0
871,309400298,0
872,309593423,0
873,309920200,0
874,310947887,0
875,310950092,0
876,311047830,0
877,311527751,0
878,312717975,0
879,313364177,0
880,313470653,0
881,313710869,0
882,314566071,0
883,315185680,0
884,316382869,0
885,316944813,0
886,317713699,0
887,317740537,0
888,319460753,0
889,319730653,0
890,321089240,0
891,322150618,0
892,322740750,0
893,324885085,0
894,325762541,0
895,325844052,0
896,326884463,0
897,326970834,0
898,327368636,0
899,327610546,0
900,327759184,0
901,328233242,0
902,328799650,0
903,329044002,0
904,329825169,0
905,329828472,0
906,329828666,0
907,329836429,0
908,329922163,0
909,329997326,0
910,333218245,0
911,335015726,0
912,335966729,0
913,338555674,0
914,338708893,0
915,338824685,0
916,338892773,0
917,340212822,0
918,340778656,0
919,344100376,0
920,344706211,0
921,347425519,0
922,347706999,0
923,349894910,0
924,350225774,0
925,350276840,0
926,350329178,0
927,350439612,0
928,350705267,0
929,350855983,0
930,351524919,0
931,351984286,0
932,352692672,0
933,353234491,0
934,353250524,0
935,353593160,0
936,353737819,0
937,356617498,0
938,495865,1
939,500294,0
940,501078,0
941,503698,0
942,512015,1
943,512235,0
944,512754,0
945,514245,0
946,519178,0
947,522400,0
948,529305,0
949,537091,0
950,541298,1
951,899970,0
952,1888899,1
953,1948156,0
954,2402824,0
955,2861628,0
956,3065879,0
957,3260120,0
958,3275838,0
959,3498973,0
960,3851632,0
961,4514891,0
962,4894136,0
963,4990978,0
964,5122554,0
965,5141483,0
966,5242641,0
967,5393488,0
968,6194176,0
969,6388026,1
970,6769945,0
971,7734260,0
972,9726841,0
973,10362016,0
974,11421613,0
975,12105436,1
976,12700042,0
977,13147144,0
978,13668033,1
979,14020381,1
980,14223139,1
981,16426797,1
982,16991637,0
983,17391913,0
984,20771576,1
985,20997778,0
986,22278970,0
987,24903684,0
988,27682217,0
989,28212289,0
990,44321026,0
991,49567821,0
992,72312192,0
993,104504730,1
994,104652197,0
995,104714464,0
996,106957319,1
997,114886485,0
998,115973443,0
999,116760403,0
1000,117508292,1
1001,119694473,0
1002,120712256,0
1003,120820792,0
1004,122962441,0
1005,127317471,1
1006,128310420,0
1007,129595170,0
1008,132072048,1
1009,132745425,1
1010,136898361,0
1011,137327761,0
1012,140856034,0
1013,142079941,0
1014,143640383,0
1015,144525918,0
1016,145343006,0
1017,147354011,0
1018,147687573,0
1019,148225669,1
1020,150237169,0
1021,150696561,0
1022,152133109,0
1023,152336622,0
1024,152964687,0
1025,153444153,0
1026,153487923,0
1027,155581204,0
1028,160218173,1
1029,161376752,0
1030,163230964,0
1031,164715325,0
1032,165825373,0
1033,169095952,0
1034,173336716,1
1035,173756318,0
1036,177789430,0
1037,178202233,1
1038,180684720,0
1039,181912954,1
1040,182234452,1
1041,182350787,0
1042,182623366,0
1043,182791656,0
1044,182881504,0
1045,187181272,0
1046,187202545,0
1047,188368059,1
1048,190468980,0
1049,199171384,0
1050,199227121,0
1051,201647566,0
1052,201867049,0
1053,202088690,0
1054,202269359,0
1055,202340323,0
1056,202728317,0
1057,204570740,0
1058,204686549,0
1059,205595412,0
1060,207760530,0
1061,207843564,0
1062,209313032,0
1063,212070665,0
1064,212140783,1
1065,212174203,0
1066,215866247,0
1067,216978920,1
1068,218728472,1
1069,219815698,0
1070,220639439,1
1071,221645863,0
1072,224310196,1
1073,224452889,0
1074,224981749,0
1075,225461710,0
1076,226538833,0
1077,227801160,1
1078,228229618,0
1079,228252641,0
1080,228262361,0
1081,228644375,0
1082,228908276,0
1083,229403651,1
1084,232148676,0
1085,233028641,1
1086,234298188,0
1087,235785530,0
1088,236624783,0
1089,238049949,0
1090,241652082,0
1091,241693892,0
1092,243374696,0
1093,244180822,0
1094,244299764,0
1095,244442335,0
1096,245815785,0
1097,246380892,0
1098,248716370,0
1099,248736291,0
1100,249169768,0
1101,249748992,0
1102,250459912,0
1103,250776358,0
1104,250871988,0
1105,251731678,1
1106,252567531,0
1107,252582517,0
1108,252816322,0
1109,252964088,0
1110,254091495,0
1111,257832620,0
1112,257963455,0
1113,258731445,0
1114,259204994,0
1115,259229803,0
1116,259334751,0
1117,259887837,0
1118,261874351,1
1119,262402155,0
1120,262629947,0
1121,264500470,0
1122,265104089,1
1123,266240933,0
1124,269394656,0
1125,269416595,1
1126,269617125,0
1127,270670483,0
1128,270708333,0
1129,270740355,0
1130,271416808,0
1131,271673949,0
1132,272293318,1
1133,272550455,0
1134,273258377,0
1135,274282272,0
1136,274300672,0
1137,276224406,0
1138,276246595,0
1139,276530025,1
1140,276714554,0
1141,277218193,0
1142,278938611,1
1143,279463699,0
1144,279745190,0
1145,279942645,0
1146,279961079,1
1147,280006939,0
1148,280538530,1
1149,283044645,0
1150,283701061,0
1151,285998266,0
1152,286001462,0
1153,286006216,0
1154,288289460,1
1155,288326335,0
1156,288580137,0
1157,288590687,0
1158,288642947,0
1159,288830817,0
1160,290492942,1
1161,291737636,0
1162,293418416,0
1163,294419041,0
1164,295197834,1
1165,295198709,0
1166,295969055,1
1167,296031350,0
1168,296413352,1
1169,296785470,0
1170,296883868,0
1171,296999679,0
1172,298096067,1
1173,298114039,0
1174,298223268,0
1175,298264078,0
1176,298531835,0
1177,298891998,0
1178,298903557,0
1179,299402794,1
1180,299460461,1
1181,301173679,0
1182,301586955,0
1183,301780927,0
1184,302163920,1
1185,302169558,0
1186,302298012,0
1187,302491212,1
1188,304045615,0
1189,304080902,0
1190,304536561,0
1191,304671933,0
1192,306163514,0
1193,308844186,0
1194,308948932,0
1195,309049446,0
1196,309517118,0
1197,309525270,0
1198,309865369,0
1199,309875572,0
1200,310975901,0
1201,310979464,1
1202,311520284,0
1203,311742997,0
1204,311861951,0
1205,312823085,0
1206,313062925,0
1207,313152990,0
1208,313279487,0
1209,313658633,0
1210,314440796,0
1211,315270643,0
1212,315454392,0
1213,316574852,0
1214,316843538,0
1215,316990513,1
1216,318326326,0
1217,318895042,0
1218,322728398,0
1219,324571189,0
1220,324698913,0
1221,326110575,0
1222,326884360,0
1223,326935975,0
1224,326971400,0
1225,327206278,0
1226,328343633,0
1227,328352737,0
1228,328723728,0
1229,329535609,0
1230,329826668,0
1231,329839378,0
1232,329890657,0
1233,329897150,0
1234,329937845,0
1235,329948686,0
1236,329961808,0
1237,330368726,0
1238,332554563,0
1239,333879116,0
1240,333975362,0
1241,336187356,0
1242,337626282,0
1243,338832498,0
1244,340806623,0
1245,341051342,0
1246,344487695,0
1247,345075279,0
1248,346329756,0
1249,346559258,0
1250,347458683,0
1251,347958140,0
1252,349021276,0
1253,350274919,0
1254,350367637,0
1255,350666332,0
1256,350836731,0
1257,351519378,0
1258,351612857,0
1259,352173951,0
1260,352226057,0
1261,352777381,0
1262,354175070,0
1263,354613979,0
1264,356187637,1
1265,505177,0
1266,527840,0
1267,559972,0
1268,2479396,0
1269,2895320,0
1270,3823635,0
1271,4472225,0
1272,5571987,0
1273,6645319,0
1274,6754902,0
1275,6808741,0
1276,6819386,0
1277,6949404,0
1278,7007198,0
1279,7129879,1
1280,7139769,1
1281,7918505,0
1282,8316601,0
1283,8450768,0
1284,9465007,0
1285,9492878,0
1286,12024400,0
1287,12359788,0
1288,13455321,1
1289,14200280,0
1290,14602701,0
1291,15265160,0
1292,15385702,0
1293,15668647,0
1294,15776858,0
1295,16221939,0
1296,17684231,1
1297,19216715,1
1298,20356962,0
1299,22266666,0
1300,49553492,0
1301,53197074,0
1302,70390413,0
1303,81491250,0
1304,99855450,0
1305,100648095,0
1306,101704999,0
1307,103888622,0
1308,104852993,0
1309,106626685,0
1310,109110534,1
1311,109216338,1
1312,110140467,0
1313,111174946,0
1314,117607062,0
1315,119035328,0
1316,119504642,0
1317,121293544,0
1318,127466832,0
1319,128075630,1
1320,129008804,0
1321,129552788,0
1322,132362247,0
1323,137386808,0
1324,141253746,0
1325,141454780,0
1326,147232158,1
1327,148968376,0
1328,150314802,0
1329,152721762,0
1330,157502501,0
1331,159386561,0
1332,160605596,0
1333,162355303,1
1334,163338027,0
1335,165186428,0
1336,166261873,0
1337,169387355,0
1338,171629432,0
1339,172985742,0
1340,175773102,0
1341,178285027,0
1342,178588388,1
1343,180671993,0
1344,181457277,0
1345,182754608,0
1346,186649667,0
1347,188528556,0
1348,189074435,0
1349,191187387,0
1350,193638419,1
1351,195020305,0
1352,195790106,0
1353,198281431,0
1354,199100529,0
1355,201414737,0
1356,201695393,0
1357,202549319,0
1358,206649703,0
1359,207039278,0
1360,209907297,1
1361,210768995,0
1362,211131917,1
1363,211360116,1
1364,212502345,0
1365,212642121,0
1366,213533951,0
1367,214945448,0
1368,217655288,0
1369,218006599,0
1370,220768694,0
1371,221942869,0
1372,223042883,1
1373,224208123,0
1374,225015169,0
1375,228023076,0
1376,228250332,0
1377,228469282,1
1378,230572263,1
1379,232552281,0
1380,233792515,0
1381,234891538,0
1382,235681643,0
1383,236278613,1
1384,240312099,0
1385,244885472,1
1386,245740928,0
1387,246695613,0
1388,247287346,0
1389,247292602,0
1390,247516711,0
1391,250003127,0
1392,252256792,0
1393,252580296,1
1394,252785664,1
1395,252800672,0
1396,252818344,0
1397,252927999,0
1398,252987585,0
1399,253943079,0
1400,255065950,0
1401,257403089,1
1402,259680837,1
1403,259766241,0
1404,261088146,1
1405,263180675,1
1406,264937544,0
1407,268732526,0
1408,269250642,0
1409,271060491,0
1410,271635260,0
1411,272291566,0
1412,272427282,1
1413,273676804,0
1414,273733494,1
1415,274690546,0
1416,274784921,0
1417,275246603,0
1418,275794155,0
1419,275862615,0
1420,276234384,0
1421,276328874,0
1422,276407034,0
1423,278149789,0
1424,278763171,1
1425,279037713,0
1426,279170058,0
1427,281724186,0
1428,282690150,0
1429,284189105,0
1430,285868681,0
1431,286722145,0
1432,288246872,1
1433,288268545,0
1434,288296401,0
1435,288304026,0
1436,288618764,0
1437,288794831,0
1438,289208059,1
1439,289847295,0
1440,290160654,1
1441,291685637,1
1442,291856705,1
1443,292122943,0
1444,292341367,1
1445,293318410,0
1446,293343934,0
1447,293487211,0
1448,294239271,0
1449,294243961,0
1450,294385317,1
1451,294767369,0
1452,296896011,0
1453,297302419,0
1454,297415589,0
1455,297421605,0
1456,297801726,0
1457,297991454,0
1458,298140064,0
1459,298243866,0
1460,298245632,0
1461,298519851,0
1462,299136371,1
1463,299369344,0
1464,299493365,1
1465,299495569,1
1466,299513610,0
1467,299522805,0
1468,299631400,0
1469,299715220,0
1470,299745263,0
1471,299785251,1
1472,300113531,0
1473,301167101,0
1474,302213581,1
1475,302520013,1
1476,302852143,0
1477,302889823,0
1478,303134445,0
1479,304693137,0
1480,306213321,0
1481,307195710,0
1482,307197720,0
1483,308901843,0
1484,308917957,0
1485,309011499,0
1486,309044135,0
1487,309048777,1
1488,309051841,0
1489,309323828,0
1490,309349456,0
1491,309382977,0
1492,309386337,0
1493,309399279,0
1494,309411132,0
1495,309473726,0
1496,309485315,0
1497,309750021,0
1498,309843921,0
1499,310198022,1
1500,311422042,0
1501,311540557,1
1502,311630194,0
1503,311716417,0
1504,311808648,0
1505,312645627,0
1506,312661190,0
1507,313365949,0
1508,314060766,0
1509,314718363,0
1510,317281048,0
1511,317556730,0
1512,317642149,0
1513,317755659,0
1514,317854089,0
1515,320077991,0
1516,320459591,0
1517,320936824,0
1518,322380823,0
1519,323617900,0
1520,324076866,0
1521,325186589,0
1522,326817006,0
1523,327260107,0
1524,327608115,0
1525,327841793,0
1526,329144656,1
1527,329424331,0
1528,329599681,0
1529,329781260,0
1530,329824440,0
1531,329938241,0
1532,332375321,0
1533,335633322,0
1534,335872825,0
1535,335893489,0
1536,336444259,0
1537,336815513,0
1538,337143450,0
1539,337630348,0
1540,337646866,0
1541,338736357,0
1542,339272011,0
1543,339359924,0
1544,341442606,0
1545,343279754,0
1546,343476546,0
1547,345174075,0
1548,345215300,0
1549,345586345,1
1550,346491365,0
1551,346809184,0
1552,346997101,0
1553,347768595,0
1554,350336470,0
1555,350338624,0
1556,351555475,0
1557,351750465,0
1558,351852964,0
1559,352034442,0
1560,352065025,0
1561,352095707,0
1562,352419862,0
1563,352463588,0
1564,353070895,0
1565,353155774,0
1566,353790811,0
1567,356153739,0
1568,356774624,0
1569,496443,0
1570,526470,0
1571,567424,0
1572,750605,0
1573,2293962,0
1574,2420254,0
1575,2463086,0
1576,3847629,0
1577,4124086,0
1578,4764551,0
1579,4995291,0
1580,5611438,0
1581,6356360,0
1582,6585301,0
1583,7025243,0
1584,7137072,0
1585,9940320,0
1586,10308204,0
1587,11464512,0
1588,11666976,0
1589,11997727,0
1590,12263331,0
1591,12933730,0
1592,13277119,0
1593,13935113,0
1594,14163420,0
1595,14978019,1
1596,15663427,0
1597,16996924,0
1598,17606461,0
1599,22049575,0
1600,24374132,0
1601,24375980,0
1602,24891673,0
1603,36307064,0
1604,40513906,0
1605,91385655,0
1606,100088568,0
1607,103720545,0
1608,103764486,1
1609,104711541,0
1610,104713719,0
1611,106365695,0
1612,106765273,1
1613,107761119,0
1614,116377323,0
1615,116572337,0
1616,117509882,1
1617,117732178,0
1618,120373476,0
1619,120487801,0
1620,121751869,0
1621,122742748,1
1622,125678065,1
1623,125802460,0
1624,126340940,1
1625,128531969,0
1626,128911248,1
1627,129133099,0
1628,131447947,1
1629,138066235,0
1630,138443744,0
1631,142266427,1
1632,145343446,0
1633,146092317,0
1634,148825964,0
1635,151627581,0
1636,151983545,0
1637,152067960,0
1638,153269278,1
1639,154240578,0
1640,157281987,1
1641,157789628,0
1642,158351545,0
1643,167143468,0
1644,168734458,0
1645,171264206,0
1646,172137876,0
1647,172299129,1
1648,176046582,0
1649,178685124,1
1650,181666555,0
1651,181677061,0
1652,181743664,0
1653,182219555,0
1654,183020119,0
1655,183219239,0
1656,187590033,0
1657,188505267,1
1658,198333387,0
1659,201736082,0
1660,201912806,0
1661,204207032,0
1662,204347583,0
1663,205693824,0
1664,205703394,0
1665,206069965,1
1666,206155570,1
1667,206589680,1
1668,207071173,0
